,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
478,0.1963655948638916,0.011948903416810059,0.022248363494873045,0.008454754737690385,True,28,sqrt,3,10,45,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 45}",0.24514139006254887,0.596213795760904,0.5180528519295946,0.3510401135807024,0.3361830804456034,0.4093262463558707,0.12841518127661003,1306
479,0.22265200614929198,0.01745488727299909,0.020444345474243165,0.007307157372279084,True,28,sqrt,3,10,50,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 50}",0.25476050934192596,0.5906553889645223,0.5146646429934807,0.3459317013929566,0.3386809504874915,0.40893863863607544,0.12399667558825812,1369
480,0.051042032241821286,0.007288759013443405,0.011975431442260742,0.006803296488519201,True,28,log2,2,2,10,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10}",0.18883441771013088,0.6056198618276862,0.46670441925954087,0.2498984861662401,0.3755949380045869,0.37733042459363697,0.14958371136676035,3301
481,0.06398391723632812,0.0069068179687792565,0.008099603652954101,0.006047053683247683,True,28,log2,2,2,14,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 14}",0.22979407740922153,0.6131800358828579,0.47565228377377256,0.2258096994792489,0.3681042369623376,0.3825080667014877,0.14830294242991157,3261
482,0.083465576171875,0.009055101642918785,0.013254594802856446,0.011904942780351513,True,28,log2,2,2,18,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 18}",0.23307693109091998,0.6013904241301803,0.5012220533940887,0.2220313424777226,0.35158503894433024,0.38186115800744835,0.14902287175385195,3281
483,0.1198033332824707,0.005104334724588626,0.016001033782958984,0.005578360145291701,True,28,log2,2,2,23,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 23}",0.2528085451670854,0.6109920191521571,0.5150370048550021,0.2780259825023804,0.3419159699992752,0.39975590433518005,0.13976236015459295,2534
484,0.13622283935546875,0.011514339132230583,0.018589115142822264,0.013404832138000963,True,28,log2,2,2,27,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 27}",0.2653945331812536,0.5967604003970827,0.5212259608068007,0.2660066613859863,0.3445041717463547,0.39877834550349556,0.1360555474674874,2634
485,0.15566091537475585,0.020049773191831072,0.021343135833740236,0.003984912535867533,True,28,log2,2,2,32,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 32}",0.2728741998087538,0.5891924317589736,0.5325613170560617,0.26967286960061043,0.3303621447642271,0.39893259259772534,0.1351711086704123,2613
486,0.1715339183807373,0.01711699142530631,0.018374252319335937,0.005081055191969293,True,28,log2,2,2,36,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 36}",0.264152204724062,0.5835922500211603,0.5338684128276986,0.27256791260645175,0.3322991413198987,0.39729598429985424,0.134808956943624,2859
487,0.1827868938446045,0.01276717098842393,0.014932870864868164,0.005855017795733481,True,28,log2,2,2,41,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 41}",0.2583987175463962,0.578673328743743,0.5378375276757545,0.2863144173400819,0.3382045287940152,0.3998857040199982,0.13245172122783372,2504
488,0.1910487651824951,0.0077710172747761114,0.020433950424194335,0.006890561378248769,True,28,log2,2,2,45,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 45}",0.26241773141770264,0.5835604612198404,0.5448239200448524,0.28056841481002626,0.3433703485088021,0.40294817520024473,0.13492564889790046,2106
489,0.22040467262268065,0.017644035780041364,0.023694372177124022,0.0032672469458838913,True,28,log2,2,2,50,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.26675750440529866,0.5902991528191657,0.5420205495184465,0.27149912296160994,0.3467229493494929,0.40345985581080274,0.13669545215259513,2068
490,0.045797109603881836,0.006152255682841799,0.010004091262817382,0.00714177588954566,True,28,log2,2,5,10,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10}",0.3208914164503237,0.6234666769556874,0.5338935709255255,0.27796562335174646,0.3155015135116116,0.4143437602389789,0.1379323588211497,829
491,0.0716029167175293,0.008928763208265827,0.00974583625793457,0.005600982598697545,True,28,log2,2,5,14,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 14}",0.2914801162721521,0.6234021045389727,0.5253340097940039,0.26673661400280624,0.32492080902538156,0.4063747307266633,0.14183547404894456,1642
492,0.09667272567749023,0.010791421248181289,0.01388535499572754,0.007334468988216802,True,28,log2,2,5,18,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 18}",0.2874928554044476,0.5952223688606673,0.5289076923475614,0.2904226933034527,0.30113844444874494,0.4006368108729748,0.1335406976943223,2351
493,0.1113278865814209,0.008796073929554142,0.01653876304626465,0.007950207125309885,True,28,log2,2,5,23,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 23}",0.2605627956407126,0.5914714623356281,0.5400911761692361,0.3079139938670299,0.3107989799645715,0.4021676815954357,0.1357517976104507,2178
494,0.1391911029815674,0.007647225210894315,0.011212635040283202,0.005364513746891152,True,28,log2,2,5,27,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 27}",0.25856706720342293,0.5904224291507639,0.5484622812836144,0.31409045990472995,0.3120638956952775,0.40472122664756166,0.13660657567001486,1852
495,0.14864788055419922,0.007050984458342384,0.013502836227416992,0.005068052702767599,True,28,log2,2,5,32,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 32}",0.25578783757334145,0.5917495660818373,0.549223137441347,0.31676059545781166,0.29841496064681716,0.4023872194402309,0.13932150820159223,2158
496,0.15746040344238282,0.00775702688374802,0.015065765380859375,0.0061007169375500575,True,28,log2,2,5,36,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 36}",0.25430852846481655,0.6012436923055557,0.5425302616012342,0.31045836787616077,0.2938555760981223,0.40047928526917786,0.14235385353406688,2433
497,0.18385586738586426,0.003992654305946523,0.01808624267578125,0.004945824572415575,True,28,log2,2,5,41,"{'bootstrap': True, 'max_depth': 28, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 41}",0.25900795386946585,0.5857452445044034,0.5411312505526318,0.3274416451968397,0.2991585299523384,0.40249692481513577,0.1339407530037647,2138
